X,Y,Z,azimuth,dip,polarity,formation
567954.9446931041,5242465.5160841355,448.80494882638277,152.75472638978698,22.539415998503383,1.0,Fault_003
570194.5798409182,5240250.384642466,-3.7196605104618072,110.06249008730369,3.63295073948821,1.0,Fault_003
569188.5088838264,5240617.80765881,767.4465376493672,110.06249008730369,14.470294100065894,1.0,Fault_004
571401.1422114033,5239421.5051734,199.7825306706041,156.5881601551846,9.688786560366818,1.0,Fault_004
572164.2995710378,5236995.857761366,-121.5367185626578,174.43666695738682,4.398705354995518,1.0,Fault_004
563465.7655313143,5247106.486163911,1098.4958613966019,199.1996042421516,17.525568373722912,1.0,Fault_001
563192.515474207,5246321.801432523,742.395626354336,199.1996042421516,28.300755766006375,1.0,Fault_001
564313.9053189594,5249542.066044457,796.3502074213466,199.1996042421516,25.201123645475075,1.0,Fault_00
564097.4344944977,5248920.432685824,634.4864642203165,199.1996042421516,9.039482803355193,1.0,Fault_00
563838.3792455517,5248176.5107976245,451.0408885924826,199.1996042421516,19.02560603756858,1.0,Fault_00
563632.5545272111,5247585.449571383,148.89523461722743,199.1996042421516,31.82744657667316,1.0,Fault_00
563309.6226415387,5246658.094888832,-217.99591663844052,199.1996042421516,14.470294100065907,1.0,Fault_00
574151.5404082963,5252063.944922848,420.39313948713334,155.79684717168075,45.00000000000006,1.0,Fault_00
574495.1166433338,5251299.565626688,-347.8152779578301,155.79684717168075,39.47245984834379,1.0,Fault_00
574776.6582803783,5250673.199259003,-848.3147014446995,155.79684717168075,30.96375653207347,1.0,Fault_00
573211.4776540967,5254155.371608173,234.16079586411206,155.79684717168075,44.1185960034179,1.0,Fault_2
573769.7890360325,5252913.255251913,-813.3961370153829,155.79684717168075,24.775140568831777,1.0,Fault_2
574409.2225845744,5251490.660450729,-1325.5350819786918,155.79684717168075,12.994616791916544,1.0,Fault_2
574840.9165936983,5250530.239067642,-1697.9997692247352,0.01,6.2258290644257785,1.0,Fault_2
565969.3748207854,5254296.0326313805,305.3635197115582,199.1996042421516,38.157226587369024,1.0,Fault_2
565653.5403391937,5253389.059370424,-342.09145309256064,199.1996042421516,29.87599269168946,1.0,Fault_2
565351.9006657634,5252522.848952657,-849.2645151224536,199.1996042421516,27.758540601059995,1.0,Fault_2
564911.8616127593,5251259.200813796,-1270.1102474451309,199.1996042421516,12.458246440004903,1.0,Fault_2
563754.9847476033,5247937.029093889,-1820.4469743286318,199.1996042421516,7.594643368591413,1.0,Fault_2
563322.04309868,5246693.762376622,-1949.937968889456,199.1996042421516,3.691385986451343,1.0,Fault_2
571951.6981256261,5256958.095694089,175.96318848191822,155.79684717168075,49.51398845800127,1.0,Fault_3
572428.8873409558,5255896.457782757,-708.6404437274332,155.79684717168075,28.300755766006358,1.0,Fault_3
573130.3554874905,5254335.850053099,-1383.732689360886,155.79684717168075,15.668160421752518,1.0,Fault_3
574099.04959461,5252180.725093095,-1732.918333654051,155.79684717168075,3.3109415146114136,1.0,Fault_3
574840.9165936983,5250530.239067642,-1837.6740269419997,0.01,1.3478872801986022,1.0,Fault_3
566652.5164522371,5256706.5963320825,440.2499723790829,184.88323559876602,48.90049374238191,1.0,Fault_3
566607.046692576,5256174.384813887,19.404240056405854,184.88323559876602,28.12373538328877,1.0,Fault_3
566086.4819881171,5254632.32608769,-719.7735205616301,199.1996042421516,20.095231191904794,1.0,Fault_3
565841.6215473326,5253929.167042679,-967.9645934698754,199.1996042421516,15.945395900922849,1.0,Fault_3
565687.253008577,5253485.871122998,-1129.8283366709054,199.1996042421516,24.30454926593679,1.0,Fault_3
565027.1944290709,5251590.398914707,-1885.1924716090443,199.1996042421516,3.209486317791976,1.0,Fault_3
564444.3201189424,5249916.574666257,-1914.8674911958997,19.199604242151594,0.12933562572282536,1.0,Fault_3
563087.6415315456,5246020.637793627,-1966.124343209559,0.01,0.01,1.0,Fault_3
570601.2526462427,5259962.530983159,-68.4667625232978,155.79684717168075,51.95295746817399,1.0,Fault_4
570987.7759106599,5259102.60427498,-1034.5470450677212,155.79684717168075,39.4278021960362,1.0,Fault_4
572128.258135298,5256565.289666897,-2559.3243584812085,155.79684717168075,24.227745317954163,1.0,Fault_4
572867.9014190593,5254919.750904331,-3234.416604114661,155.79684717168075,16.34817154735126,1.0,Fault_4
573893.8582320182,5252637.229394967,-3630.160334313581,155.79684717168075,4.899092453787745,1.0,Fault_4
574840.9165936983,5250530.239067642,-3967.706457130307,0.01,3.366460663429808,1.0,Fault_4
569823.4342252553,5261693.00077863,269.07936029343,155.79684717168075,82.99873244250466,1.0,Fault_5
569914.1001761679,5261491.289575478,-766.8380511096266,155.79684717168075,69.44395478041662,1.0,Fault_5
570209.9574896723,5260833.074070452,-1930.7901987535097,155.79684717168075,30.256437163529274,1.0,Fault_5
570639.4277834692,5259877.599950253,-2361.4524933817465,155.79684717168075,19.212671817185637,1.0,Fault_5
571884.8916354799,5257106.725001676,-3199.4980396853434,155.79684717168075,4.398705354995544,1.0,Fault_5
568873.8276867489,5263805.660222182,-1383.7326893608843,-24.203152828319247,22.145180038223277,1.0,Fault_6
567327.7346290805,5267245.367054898,-2361.4524933817456,-24.203152828319247,8.45502767717747,1.0,Fault_6
566058.4113163033,5270069.323899042,-2442.9291437168176,155.79684717168075,1.193489423982037,1.0,Fault_6
567361.1378741536,5267171.052401105,-2384.731536334621,-24.203152828319247,8.972626614896374,1.0,Fault_7
567902.7476335529,5265966.093371742,-2111.202781638308,-24.203152828319247,17.049030972109836,1.0,Fault_7
568706.8114613836,5264177.233491148,-1569.965032983903,-24.203152828319247,20.72555886556053,1.0,Fault_7
569124.3520247971,5263248.300318732,-1372.0931678844427,-24.203152828319247,3.3997141591232665,1.0,Fault_7
569477.4720441411,5262462.688264347,-1372.093167884443,155.79684717168075,7.2750049578892435,1.0,Fault_7
570121.6774848363,5261029.477084048,-1884.2321128477508,155.79684717168075,22.08717160322836,1.0,Fault_7
571090.3715919558,5258874.352124044,-2815.393830962858,155.79684717168075,21.223656502766218,1.0,Fault_7
571419.6321505334,5258141.821965224,-3100.56210713561,155.79684717168075,14.420773127511076,1.0,Fault_7
557629.3188565897,5264429.239393657,-2340.139776583293,155.5109685904174,3.8785245028477124,1.0,Fault_7
558888.9798983419,5261663.762660933,-2489.702849067782,155.5109685904174,2.267954535905839,1.0,Fault_7
560323.3590264223,5258514.707499957,-2380.9297054426993,-204.4890314095826,10.669782804496661,1.0,Fault_7
561397.0298472446,5256157.556190856,-1775.8790940281738,-204.4890314095826,20.29756977222866,1.0,Fault_7
561918.3660725782,5255013.007654942,-1429.1646987232218,-204.4890314095826,4.969740728110277,1.0,Fault_7
562713.0515620058,5253268.344481276,-1633.1143430202524,155.5109685904174,14.676393137450015,1.0,Fault_7
563550.0075561901,5251430.8800749695,-2353.7364195364294,155.5109685904174,22.051062719076704,1.0,Fault_7
564688.8782683068,5273116.2247045655,-2326.533928952442,155.79684717168075,0.643745714175382,1.0,Fault_8
566192.0242965956,5269772.065283868,-2431.2896222403915,155.79684717168075,2.924977949156372,1.0,Fault_8
567580.6449132053,5266682.698961892,-2279.9758430466864,-24.203152828319247,11.592175410291093,1.0,Fault_8
568124.6406186812,5265472.431742974,-2082.1039779472258,-24.203152828319247,1.5911402711945908,1.0,Fault_8
568611.3736183175,5264389.561073414,-2117.0225423765423,155.79684717168075,3.468229258917156,1.0,Fault_8
569174.4568924067,5263136.828338043,-2175.2201497587366,155.79684717168075,1.101706115206375,1.0,Fault_8
569599.1552940502,5262191.970596957,-2291.615364523125,155.79684717168075,13.671307132195862,1.0,Fault_8
570878.022391134,5259346.780994587,-3327.5327759261813,155.79684717168075,20.44954761079266,1.0,Fault_8
571822.857037487,5257244.737930149,-3886.229806795247,155.79684717168075,4.714754518704957,1.0,Fault_8
574814.8334176047,5250588.268226096,-4479.845402093634,155.79684717168075,4.316027519865631,1.0,Fault_8
565457.1529049878,5271406.98766732,-2384.731536334656,155.79684717168075,0.41820994149709756,1.0,Fault_9
567566.3292367454,5266714.548099232,-2617.5219658634323,155.79684717168075,4.325060434738427,1.0,Fault_9
568635.2330790841,5264336.4791778475,-2780.4752665335755,155.79684717168075,2.726310993906272,1.0,Fault_9
569680.2774606562,5262011.492152031,-3013.265696062352,155.79684717168075,17.354024636261325,1.0,Fault_9
570801.6721166812,5259516.6430604,-3699.9974631722434,155.79684717168075,4.96974072811031,1.0,Fault_9
572939.4798013587,5254760.505217631,-4142.29927927692,155.79684717168075,3.94518622903757,1.0,Fault_9
557543.368830251,5264617.935233362,-2353.7364195364203,155.5109685904174,2.831001677865272,1.0,Fault_9
560448.7615238674,5258239.397176453,-2625.6692785991286,155.5109685904174,1.2544516226815388,1.0,Fault_9
562272.02929571,5254236.570675172,-2829.618922896159,155.5109685904174,9.462322208025617,1.0,Fault_9
563041.3524822835,5252547.588241092,-3366.686319545008,155.5109685904174,17.21607358779068,1.0,Fault_9
563334.4279819306,5251904.166361443,-3570.635963842038,155.5109685904174,13.626994859891514,1.0,Fault_9
563681.0819122465,5251168.904547174,-3679.4091074671214,359.37935555601666,4.8645144377605325,1.0,Fault_9
564431.1960920288,5273689.509176685,-179.04221654946787,155.79684717168075,1.2035158093050278,1.0,UFM
566673.9854040787,5268699.810993423,-27.728437355763177,-24.203152828319247,6.465932098939515,1.0,UFM
567697.5562709611,5266422.597673615,449.49194317822975,-24.203152828319247,13.570434385161521,1.0,UFM
564154.4263471374,5274305.259165257,-551.5069037955104,155.79684717168075,0.4855458300081345,1.0,UMM
566602.4070217792,5268859.056680123,-522.4081001044133,-24.203152828319247,2.862405226111753,1.0,UMM
567186.9638105582,5267558.550238741,-359.4547994342698,-24.203152828319247,9.981829287733149,1.0,UMM
567728.5735699575,5266353.591209379,-33.54819809398225,-24.203152828319247,18.434948822922,1.0,UMM
568236.7800842837,5265222.94683381,402.9338572724734,-24.203152828319247,44.99999999999969,1.0,UMM
571691.9271418933,5266851.81020913,1300,-24.203152828319247,30,1,UMM
563510.2316168203,5263317.967168878,1300,-24.203152828319247,30,1,UMM
556761.1123603927,5259956.899782625,1300,-24.203152828319247,30,1,UMM
570095.4320779932,5261087.867169172,-1011.2680021148881,155.79684717168075,33.13560954871883,1.0,Up_LFM
570479.5693963337,5260233.248650549,-1517.587186339978,155.79684717168075,24.200971591158524,1.0,Up_LFM
571262.1597094745,5258492.162475964,-2192.679431973431,155.79684717168075,16.798371781305317,1.0,Up_LFM
571147.6342977954,5258746.955574684,-62.64700178511998,155.79684717168075,43.45184230102202,1.0,Up_LFM
571798.9975767205,5257297.819825715,-1203.320106476126,155.79684717168075,28.962734942885557,1.0,Up_LFM
572538.6408604817,5255652.281063151,-1994.807566873967,155.79684717168075,17.634461076658994,1.0,Up_LFM
574671.6766530058,5250906.759599496,-2739.7369413660526,155.79684717168075,4.1747698919124385,1.0,Up_LFM
574840.9165936983,5250530.239067642,-2850.312395392224,0.01,1.8676788394342432,1.0,Up_LFM
569467.9282598345,5262483.9210225735,-737.7392474185751,-24.203152828319247,2.8624052261117474,1.0,Up_LFM
569581.2606984754,5262231.782018632,-752.2886492641237,155.79684717168075,7.253194612725364,1.0,Up_LFM
569687.4352988863,5261995.567583361,-795.9368548007692,155.79684717168075,13.24051991518702,1.0,Up_LFM
569834.1709826002,5261669.113925626,-894.8727873504993,155.79684717168075,28.61045966596573,1.0,Up_LFM
569895.0126075547,5261533.755091931,-2093.7434994236974,155.79684717168075,16.12259877771721,1.0,Up_LFM
570403.219121881,5260403.1107163625,-2495.306990360837,155.79684717168075,20.629879946126152,1.0,Up_LFM
571367.1413368471,5258258.602135471,-3443.927990690602,155.79684717168075,26.11391263029074,1.0,Up_LFM
571989.8732628524,5256873.164661183,-3676.718420219379,155.79684717168075,4.085616779974868,1.0,Up_LFM
566359.040521961,5269400.492014903,-1855.1333091567003,-24.203152828319247,0.5846305207051791,1.0,Up_LFM
567256.156246781,5267404.612741598,-1668.9009655336795,-24.203152828319247,9.462322208025586,1.0,Up_LFM
568124.6406186812,5265472.431742974,-1226.5991494290042,-24.203152828319247,14.036243467926477,1.0,Up_LFM
568869.0557945956,5263816.276601295,-539.867382319112,-24.203152828319247,29.357753542791308,1.0,Up_LFM
569322.385549159,5262807.72058553,216.701513649412,-24.203152828319247,43.09084756700355,1.0,Up_LFM
567948.0806090093,5265865.237770166,-2442.92914371682,-24.203152828319247,11.441043868767391,1.0,Up_LFM
569160.1412159469,5263168.677475383,-2437.1093829786428,155.79684717168075,3.6329507394881806,1.0,Up_LFM
569646.8742155832,5262085.806805824,-2658.2602910309806,155.79684717168075,21.037511025421853,1.0,Up_LFM
570424.6926365708,5260355.337010352,-3211.1375611618255,155.79684717168075,10.203973721731714,1.0,Up_LFM
570617.9542687793,5259925.373656263,-3269.33516854402,155.79684717168075,1.8476102659946008,1.0,Up_LFM
569181.6147306367,5263120.903769372,-3205.3178004236147,155.79684717168075,2.9019104688835906,1.0,Up_LFM
573679.1230851199,5253114.966455067,-574.7859467484277,155.79684717168075,2.726310993906276,1.0,LMM
573780.5257933774,5252889.3683989085,-525.3179804735627,-24.203152828319247,23.838740183171637,1.0,LMM
573879.5425555584,5252669.078532307,-362.364679803419,-24.203152828319247,42.76882539196869,1.0,LMM
573966.629587356,5252475.329613489,-62.647001785118874,-24.203152828319247,63.43494882292224,1.0,LMM
574011.9625628124,5252374.474011912,266.1694799242781,-24.203152828319247,83.92754359279239,1.0,LMM
573840.1744452936,5252756.663659992,13.009887811733435,-24.203152828319247,59.74356283647003,1.0,LFM
573786.490658569,5252876.097925017,-149.94341285841014,-24.203152828319247,39.80557109226588,1.0,LFM
573693.4387615797,5253083.117317727,-248.8793454081402,-24.203152828319247,14.534455080540042,1.0,LFM
573507.3349676011,5253497.156103146,-202.3212595023849,155.79684717168075,28.072486935852833,1.0,LFM
565875.334216716,5254025.978795253,283.78168728475407,19.199604242151594,30.46554491945993,1.0,LFM
565788.3910167272,5253776.30638072,364.7135588852691,19.199604242151594,8.880659150520286,1.0,LFM
565683.7043065367,5253475.6804122,343.1317264584652,199.1996042421516,18.43494882292204,1.0,LFM
565545.3049269628,5253078.242691107,235.22256432444533,199.1996042421516,12.171458208587481,1.0,LFM
565387.387686167,5252624.756060629,256.80439675124916,19.199604242151594,21.540975918538408,1.0,LFM
565280.9266249563,5252319.0347367115,499.60001155279406,19.199604242151594,53.74616226255522,1.0,LFM
565231.2447963913,5252176.364785549,715.4183358208338,19.199604242151594,59.03624346792659,1.0,LFM
558611.5176826698,5251420.360933369,1300,24.203152828319247,59,1,LFM
564734.3576382237,5251655.618989233,1300,24.203152828319247,59,1,LFM
565751.1296453035,5253669.303917348,57.172446803312596,19.199604242151594,24.304549265936764,1.0,LMM
565587.8893514471,5253200.5312206745,73.35882112341574,199.1996042421516,25.55996517182377,1.0,LMM
565515.1409596198,5252991.6216493305,-2.177592370398308,199.1996042421516,9.46232220802575,1.0,LMM
565390.9363882074,5252634.946771426,51.77698869661141,19.199604242151594,14.036243467926477,1.0,LMM
565241.8909025125,5252206.936917941,289.17714539145504,19.199604242151594,44.09061955080083,1.0,LMM
565163.8194576246,5251982.741280402,623.6955480069164,19.199604242151594,68.83874018317181,1.0,LMM
573175.6884629469,5254234.994451522,-1296.4362782876356,155.79684717168075,2.3859440303888126,1.0,LMM
573551.4749700191,5253398.954596348,-1212.049747583454,-24.203152828319247,16.63095370672138,1.0,LMM
573716.1052493079,5253032.689516938,-1060.7359683897491,-24.203152828319247,25.426874169589833,1.0,LMM
573064.7419703827,5254481.825265907,-1005.4482413766646,155.79684717168075,2.9356734464211742,1.0,LFM
573501.3701024095,5253510.426577038,-918.1518303033733,-24.203152828319247,17.216073587790568,1.0,LFM
573613.509568012,5253260.941667875,-822.1257781227532,-24.203152828319247,25.559965171824036,1.0,LFM
566640.5748991949,5256566.823610133,478.01817912598995,184.88323559876602,44.25594079711126,1.0,LFM
566586.8489758073,5256069.216310103,111.12702787032251,199.1996042421516,29.054604099077174,1.0,LFM
566301.1784615587,5255248.864090924,-325.9050787724577,199.1996042421516,23.55226367289466,1.0,LFM
566184.0712942269,5254912.570634615,-428.41878279977664,199.1996042421516,4.236394799058828,1.0,LFM
565971.1491718056,5254301.1279867785,-288.13687202555076,19.199604242151594,36.52885536698514,1.0,LFM
565887.7546738572,5254061.646283044,-131.66858693122202,19.199604242151594,24.227745317954184,1.0,LFM
565692.5760616376,5253501.157189194,-385.25511794616864,199.1996042421516,9.462322208025684,1.0,LMM
565917.9186412002,5254148.26732482,-401.44149226627155,19.199604242151594,25.016893478100027,1.0,LMM
565956.9543636441,5254260.36514359,-487.76882197348755,19.199604242151594,52.12501634890193,1.0,LMM
565990.6670330275,5254357.176896164,-590.2825260008062,19.199604242151594,39.8055710922652,1.0,LMM
566042.1232126127,5254504.9422027245,-644.2371070678159,19.199604242151594,0.01,1.0,LMM
567760.0370104003,5242844.029438172,-5450.080935014252,152.75472638978698,7.3680510716221805,1.0,LFM
568203.7890930341,5241982.256896278,-5535.766068143122,152.75472638978698,0.8814039965821476,1.0,LFM
570023.5477782126,5240312.846555245,-5273.355347935957,110.06249008730369,5.332158881659552,1.0,LFM
572173.1255766064,5236905.246140252,-5498.27882239924,174.43666695738682,0.4357009512677409,1.0,LFM
565562.1345323604,5271173.427326827,-3030.724978277046,155.79684717168075,3.088503989574951,1.0,LFM
568014.8870991555,5265716.60846258,-3397.3699047848695,155.79684717168075,2.7927023657132883,1.0,LFM
570207.5715435958,5260838.382260008,-3734.9160276015964,155.79684717168075,3.218061283794209,1.0,LFM
572875.0592572893,5254903.826335661,-4148.119040015175,155.79684717168075,3.927576626217464,1.0,LFM
566652.9757427387,5256711.972206004,-4399.475949331706,184.88323559876602,14.03624346792653,1.0,LFM
566494.5827227581,5255804.257829375,-4593.712441172942,199.1996042421516,9.46232220802559,1.0,LFM
566136.1638166821,5254774.996038851,-4809.530765440981,199.1996042421516,12.425942865427434,1.0,LFM
565369.6441759652,5252573.802506643,-5100.885503202835,199.1996042421516,4.8645144377605085,1.0,LFM
564581.8323230062,5250311.464709651,-4992.976341068815,19.199604242151594,7.989326766396945,1.0,LFM
563701.754216998,5247784.168431929,-4992.976341068815,199.1996042421516,25.86635679409458,1.0,LFM
567186.3464726306,5243958.1442160895,-5578.608634707556,152.75472638978698,7.263244740584593,1.0,LMM
568265.0808171548,5241863.227539662,-5776.755505068068,-567.245273610213,1.9414863909143991,1.0,LMM
571044.7097996607,5239939.912193656,-5573.253313887001,110.06249008730369,2.9482507219327156,1.0,LMM
572343.4155663999,5235156.974862276,-5723.202296862524,-5.563333042613181,0.8780274994729041,1.0,LMM
564452.6696067186,5273641.735470674,-3059.8237819681285,155.79684717168075,3.062287085400061,1.0,LMM
567320.5767908506,5267261.291623568,-3513.765119549243,155.79684717168075,3.0127875041833465,1.0,LMM
568122.2546726046,5265477.73993253,-3653.439377266509,155.79684717168075,5.84456587738685,1.0,LMM
569331.9293334655,5262786.487827303,-3857.1310031041885,155.79684717168075,1.9749340108819793,1.0,LMM
574029.8571583872,5252334.662590237,-4858.129850077926,155.79684717168075,6.091513708854171,1.0,LMM
566672.2659438071,5256937.758910693,-4669.2488546667555,184.88323559876602,4.236394799058828,1.0,LMM
565422.8747065705,5252726.663168602,-5359.867492324482,199.1996042421516,4.969740728110286,1.0,LMM
564844.4362739925,5251065.577308648,-5392.2402409646875,19.199604242151594,1.73570458892838,1.0,LMM
564145.3419720425,5249058.007281587,-5133.258251843041,19.199604242151594,4.513988458001243,1.0,LMM
563243.9716537921,5246469.566739083,-5327.494743684276,19.199604242151594,1.0609116902642228,1.0,LMM
565591.4380534875,5253210.7219314715,-282.7414139188486,19.199604242151594,4.763641690726169,1.0,RDF
565481.4282902365,5252894.809896757,-342.09145309255973,199.1996042421516,18.886087369709326,1.0,RDF
565273.8292208756,5252298.653315117,-493.1642800801874,199.1996042421516,9.162347045721662,1.0,RDF
565176.2399147658,5252018.408768192,-509.3506544002903,19.199604242151594,4.763641690726161,1.0,RDF
565082.1993106965,5251748.354932065,-401.44149226627036,19.199604242151594,31.82744657667316,1.0,RDF
565004.1278658086,5251524.159294525,-223.3913747451378,19.199604242151594,44.99999999999984,1.0,RDF
564956.2203882638,5251386.584698762,-45.34125722400552,19.199604242151594,56.30993247402034,1.0,RDF
564908.312910719,5251249.010102998,111.12702787032347,19.199604242151594,36.25383773744485,1.0,RDF
564755.7187229837,5250810.809538716,353.9226426718683,19.199604242151594,7.853313301978359,1.0,RDF
564328.1001271209,5249582.828887646,386.29539131207457,19.199604242151594,2.6025622024998007,1.0,RDF
563989.1990822668,5248609.616006508,305.36351971155966,199.1996042421516,13.781597235653628,1.0,RDF
563756.7590986235,5247942.124449288,229.82710621774558,199.1996042421516,7.125016348901798,1.0,RDF
563675.1389516953,5247707.738100951,467.22726291258914,19.199604242151594,65.22485943116808,1.0,RDF
563641.4262823119,5247610.926348376,591.3227993667119,19.199604242151594,37.56859202882737,1.0,RDF
563515.4473598794,5247249.156115074,612.9046317935158,199.1996042421516,12.994616791916599,1.0,RDF
563408.9862986687,5246943.434791155,510.3909277661969,199.1996042421516,20.92450174492117,1.0,RDF
563300.7508864378,5246632.6181118395,418.6681399522804,199.1996042421516,8.426969021480621,1.0,RDF
563199.6128782877,5246342.182854117,397.0863075254765,199.1996042421516,0.01,1.0,RDF
563362.853172144,5246810.955550791,1093.100403289904,19.199604242151594,22.619864948040426,1.0,RDF
563263.4895150141,5246525.615648468,1033.7503641161932,199.1996042421516,31.60750224624897,1.0,RDF
563157.0284538034,5246219.8943245495,888.0729952352665,199.1996042421516,17.927919762007214,1.0,RDF
567002.4713002684,5244315.232285935,242.62509723503854,152.75472638978698,4.236394799058708,1.0,RDF
567161.8297829822,5244005.755958736,269.40170133781066,-567.245273610213,10.437475351118168,1.0,RDF
567281.9615622589,5243772.45841977,413.99536349277827,-567.245273610213,61.18920625702691,1.0,RDF
567321.188265696,5243696.279631536,590.7209505710724,-567.245273610213,68.96248897457816,1.0,RDF
567367.7699760278,5243605.817320509,703.1826878027139,-567.245273610213,29.744881296942076,1.0,RDF
567458.4817277264,5243429.653872718,638.9188379560616,152.75472638978698,41.00908690157017,1.0,RDF
567551.64514839,5243248.729250663,521.1017799038655,152.75472638978698,7.594643368591529,1.0,RDF
567657.0669138775,5243043.998757285,574.654988109409,-567.245273610213,23.19859051364822,1.0,RDF
568257.7258102604,5241877.511062456,478.2592133394314,-567.245273610213,87.79740183823418,1.0,RDF
568277.339161979,5241839.4216683395,740.6699335465955,-567.245273610213,73.07248693585306,1.0,RDF
568309.2108585218,5241777.526402899,895.974237342672,-567.245273610213,44.999999999999794,1.0,RDF
568353.3408998887,5241691.825266137,917.3955206248895,152.75472638978698,9.46232220802552,1.0,RDF
568414.6326240094,5241572.795909521,847.7763499576829,152.75472638978698,40.23635830927386,1.0,RDF
568520.0543894969,5241368.065416143,724.6039710849325,152.75472638978698,21.8014094863518,1.0,RDF
568669.6061963515,5241077.633786002,638.9188379560626,152.75472638978698,7.352379359892373,1.0,RDF
568730.8979204721,5240958.604429387,1088.7657868826293,-567.245273610213,75.96375653207355,1.0,RDF
569248.873141252,5240595.762277829,1206.5828449348253,110.06249008730369,19.65382405805334,1.0,RDF
569857.5460702925,5240373.471352941,1072.699824420966,110.06249008730369,4.398705354995541,1.0,RDF
571205.3781758213,5239873.632811405,912.0401998043353,156.5881601551846,18.10376303450665,1.0,RDF
571411.7815611633,5239396.93301916,692.4720461616062,156.5881601551846,28.07248693585297,1.0,RDF
571756.496493384,5238600.795221806,317.5995887228009,156.5881601551846,14.28109573597076,1.0,RDF